Id,adar1,jaccard1,jaccard2,jaccard3,cosine1,cosine2,cosine3,knn1,knn2,knn3,knn4,common_neighbors1,common_neighbors2,common_neighbors3
900,9.855688642,0.033409263,0.027082102,0.020243353,0.000114179,0.000360842,1.63E-05,0.028363801,0.055727821,0.084091623,0.001580653,88,27.68196457,242.9844237
901,0,0,0.006665021,8.16E-05,0,0.001119825,1.59E-06,0.137360564,0.301511345,0.438871909,0.041415768,0,0.384615385,2
902,9.362997014,0.045233125,0.028714597,0.019646015,0.000227897,0.000124806,0.000106809,0.067573738,0.081923192,0.14949693,0.005535856,65,101.440367,62.38513514
903,0.476047547,0.00304878,0.038353466,0.007359377,7.15E-05,0.000138426,0.000202064,0.15430335,0.028027593,0.182330943,0.004324751,4,110.4390244,3.818396226
904,2.302016547,0.070707071,0.041086012,0.030093283,0.001245995,0.001181073,0.000402777,0.1,0.101534617,0.201534617,0.010153462,14,18.39393939,19.51041667
905,2.001146138,0.010011779,0.018843281,0.008771507,3.54E-05,0.00043034,1.48E-05,0.027607882,0.05322463,0.080832511,0.001469419,17,11.67048055,52.89204545
906,0,0,0.000335165,3.16E-05,0,1.28E-06,1.26E-06,0.196116135,0.054717566,0.250833701,0.010730997,0,2.28,0.063063063
907,0,0,0.002099976,0.000174556,0,0.0002115,7.54E-07,0.065938047,0.229415734,0.295353781,0.015127226,0,0.777292576,11
908,0.076094478,0.001515152,0.00834435,0.000698316,0.000218436,0.001936133,1.08E-06,0.039103094,0.353553391,0.392656485,0.013825032,1,0.89280245,83.71428571
909,0,0,0.005685812,0.007986567,0,0.001048457,3.35E-05,0.041885391,0.301511345,0.343396735,0.012628921,0,0.312829525,19.2
910,0,0,0.000164402,5.60E-05,0,2.37E-05,1.48E-06,0.164398987,0.353553391,0.517952378,0.058123819,0,0.111111111,0.714285714
911,0,0,0.005319149,1.47E-08,0,0.00093633,7.37E-09,0.577350269,0.105409255,0.682759525,0.060858062,0,0.5,0.011235955
912,0,0,0.014635666,0.001526232,0,0.000685067,9.49E-06,0.074329415,0.107211253,0.181540668,0.00796895,0,3.727777778,11.37209302
913,0.516026789,0.039215686,0.058989783,0.00334818,0.003546099,0.017362397,3.96E-05,0.5,0.277350098,0.777350098,0.138675049,4,3.333333333,8.083333333
914,0.840599021,0.001018745,0.003418003,0.001011689,6.87E-06,2.42E-05,7.40E-06,0.081110711,0.046984099,0.128094809,0.003810914,5,23.08609272,4.236725664
915,0,0,0.000937901,0.001962923,0,0.000937901,6.07E-07,0.015482028,0.707106781,0.722588809,0.010947447,0,0.008151522,36
916,0,0,0,0,0,0,0,0.196116135,0.267261242,0.463377377,0.052414242,0,0,0
917,21.41522995,0.283298097,0.099909491,0.071067484,0.001517038,0.001370184,0.0005067,0.090535746,0.057735027,0.148270773,0.005227084,134,71.02479339,50.88628763
918,0,0,1.84E-06,0.00205132,0,9.20E-07,1.10E-05,0.04938648,0.577350269,0.626736749,0.028513297,0,0.004889976,2
919,8.297867665,0.020766201,0.024210324,0.00963462,0.000132377,0.000131505,8.71E-05,0.094072087,0.019869293,0.113941379,0.001869146,58,103.9553571,9.357424961
920,0.260261492,0.00365408,0.033381289,0.003823063,8.56E-05,0.001270063,5.41E-06,0.035805744,0.147441956,0.1832477,0.005279269,3,6.518613607,112.8444444
921,0,0,0.003171144,0.000469938,0,0.000483152,1.63E-05,0.182574186,0.25,0.432574186,0.045643546,0,2.137931034,4.133333333
922,0,0,5.65E-05,0.000111406,0,5.65E-05,6.80E-07,0.102062073,0.707106781,0.809168854,0.072168784,0,0.052631579,11
923,0,0,0.003545743,0.007133371,0,0.000971063,9.59E-06,0.030372837,0.447213595,0.477586432,0.013583146,0,0.784856879,213.5
924,0.073830359,0.003558719,0.00270822,0.000291928,0.000112918,2.25E-05,8.39E-06,0.164398987,0.063628476,0.228027464,0.010460457,1,7.694444444,1.12601626
925,2.204464794,0.008778347,0.043437163,0.015430479,0.000110682,0.001181431,9.71E-06,0.01933473,0.110431526,0.129766256,0.002135164,24,12.39304413,409.5555556
926,0,0,0.003088348,7.03E-06,0,0.000102744,1.41E-07,0.144337567,0.089802651,0.234140218,0.012961896,0,0.595744681,0.268292683
927,0.38656131,0.000866927,0.019371302,0.005722331,5.03E-06,0.000490931,2.34E-06,0.015031222,0.074535599,0.089566821,0.001120361,4,5.849717514,146.7988827
928,0,0,0.010028358,0.008504183,0,0.001580217,1.71E-06,0.004421577,0.25,0.254421577,0.001105394,0,0.570607441,1949.666667
929,0.157458352,0.0078125,0.007032277,0.007111128,0.000373413,0.00039802,9.40E-05,0.103142125,0.19245009,0.295592214,0.019849711,1,2.204301075,9.769230769
930,0.138218941,0.005319149,0.001485194,0.000637607,0.001351351,0.000609162,4.08E-06,0.076249285,0.447213595,0.523462881,0.034099717,1,0.011695906,1
931,0,0,0.006502114,0.000157459,0,0.000322102,6.95E-07,0.067267279,0.124034735,0.191302014,0.008343479,0,1.704545455,6.78125
932,0.786462391,0.056338028,0.026499526,0.00523101,0.002857143,0.011250819,0.000135179,0.158113883,0.40824829,0.566362173,0.064549722,4,2.769230769,9.6
933,0,0,0.000140169,0.002076319,0,4.74E-05,1.65E-05,0.130188911,0.5,0.630188911,0.065094455,0,0.086206897,12.66666667
934,0,0,0.001033105,4.19E-06,0,2.91E-05,1.45E-07,0.223606798,0.05913124,0.282738037,0.013222147,0,0.421052632,0.042105263
935,1.022620028,0.019512195,0.016665912,0.016841967,0.000186025,0.000284201,0.000106993,0.067115606,0.073720978,0.140836584,0.004947828,8,20.60633484,28.03278689
936,0.217460675,0.005617978,0.005083655,0.010703075,0.00024024,0.000288752,4.06E-05,0.056980288,0.196116135,0.253096423,0.011174754,2,1.811074919,30.12
937,4.181935075,0.002504638,0.021090307,0.007078968,3.54E-05,2.90E-05,0.000117886,0.119522861,0.033131478,0.152654339,0.003959969,27,461.5362319,9.737362637
938,0.132237322,0.001064963,0.003806811,0.001615247,5.94E-06,0.000113283,8.93E-06,0.065094455,0.05136655,0.116461005,0.003343678,1,5.906382979,3.505291005
939,0,0,0.000435701,0.002585463,0,0.0001066,2.67E-05,0.056343617,0.40824829,0.464591907,0.023002185,0,0.047770701,3
940,0.255622219,0.005376344,0.041306904,0.10503629,0.002702703,0.027515604,0.002176262,0.076028592,0.577350269,0.653378861,0.043895128,1,0.290697674,28
941,1.485192508,0.010869565,0.009704118,0.006257326,8.53E-05,0.000175695,4.91E-05,0.077151675,0.072739297,0.149890972,0.005611959,7,8.814371257,7.515957447
942,0.671689771,0.085106383,0.02455159,0.035016933,0.011627907,0.00478014,0.001010392,0.171498585,0.333333333,0.504831918,0.057166195,4,1.909090909,11
943,4.650824252,0.099137931,0.046143823,0.070367877,0.001436064,0.001310589,0.00133074,0.0949158,0.110431526,0.205347326,0.010481697,23,16.42727273,18.25925926
944,0,0,0.003540657,0.00572434,0,0.001877702,4.53E-06,0.030055654,0.577350269,0.607405924,0.01735264,0,0.326401447,262.5
945,0,0,0.009807375,1.97E-06,0,0.005569796,9.37E-08,0.213200716,0.577350269,0.790550986,0.123091491,0,0.142857143,1.5
946,0.271041306,0.00248139,0.005939522,0.011038873,0.000168138,0.000598518,2.01E-05,0.035944258,0.25,0.285944258,0.008986064,2,1.333764554,72.33333333
947,0,0,5.67E-05,1.74E-05,0,5.19E-06,1.24E-06,0.277350098,0.288675135,0.566025233,0.080064077,0,0.083333333,0.090909091
948,0.128048493,0.000847458,0.034973391,0.047070174,0.000424088,0.022486435,5.38E-05,0.029148202,0.577350269,0.606498471,0.016828722,1,0.298469388,177
949,2.99904767,0.018353726,0.07942461,0.015531391,0.000377929,0.002712402,9.63E-06,0.023702273,0.141421356,0.165123629,0.003352008,33,17.306914,630.1020408
950,0.584402341,0.006696429,0.016004635,0.007704513,9.56E-05,0.000463655,1.59E-05,0.034942828,0.113960576,0.148903404,0.003982105,6,6.061124694,66.34210526
951,2.411548156,0.005597469,0.019559699,0.011265765,3.98E-05,0.000428153,5.38E-06,0.015919208,0.082760589,0.098679797,0.001317483,23,8.479594423,233.2965517
952,0.131711246,0.000465333,0.009358578,0.00296086,3.21E-06,6.38E-05,2.93E-05,0.079808688,0.023051022,0.102859711,0.001839672,1,32.68589744,2.686337055
953,0.844428473,0.000950958,0.013064021,0.00780899,1.91E-05,0.00148949,4.20E-06,0.011943758,0.140028008,0.151971766,0.001672461,7,1.614638322,259.3
954,0,0,0.01500668,0.006346781,0,0.000279436,0.000294897,0.2,0.101015254,0.301015254,0.020203051,0,8.875,2.24742268
955,0.168420026,0.001358696,0.003835846,0.018879796,0.000341064,0.001279264,6.91E-05,0.037216146,0.447213595,0.484429742,0.016643567,1,0.242718447,46.5
956,5.905975788,0.121212121,0.062214427,0.06893276,0.002124458,0.002515455,0.001670329,0.118678166,0.110431526,0.229109692,0.013105811,24,18.4,14
957,0,0,0.004086183,0.00185522,0,0.000181614,9.64E-06,0.06608186,0.110431526,0.176513386,0.007297521,0,1.039473684,5.604938272
958,0,0,0.005168326,0.000999668,0,0.000592623,8.39E-06,0.08247861,0.25,0.33247861,0.020619652,0,0.561643836,9.666666667
959,5.005304057,0.003436662,0.03701771,0.028171769,2.83E-05,0.000983218,4.47E-06,0.008318615,0.090166963,0.098485579,0.000750064,50,10.27854671,1222.327869
960,0,0,0.008785578,0.000741194,0,0.000150533,1.12E-05,0.121267813,0.058420624,0.179688436,0.007084541,0,13.6119403,3.417808219
961,4.461217393,0.013897663,0.068185285,0.020614532,2.73E-05,0.000667498,1.40E-05,0.019660827,0.040032038,0.059692866,0.000787063,44,62.3062645,258.8780096
962,0,0,0.005468469,0.000903916,0,0.000581228,1.67E-05,0.132453236,0.229415734,0.36186897,0.030386856,0,1.732142857,5.388888889
963,0.446731745,0.001965602,0.032700238,0.044098969,0.000141093,0.005840293,3.29E-05,0.02236068,0.25819889,0.28055957,0.005773503,4,1.728364182,253.0714286
964,0,0,0.005759212,0.010836345,0,0.000895145,6.39E-05,0.066964953,0.301511345,0.368476298,0.020190693,0,0.608108108,13.5
965,0.396699093,0.00974026,0.019065924,0.008117957,0.000345622,0.001568313,4.52E-05,0.059976014,0.176776695,0.23675271,0.010602362,3,2.068592058,19.70967742
966,0.104002661,0.0041841,0.010074988,0.001100735,0.000200361,0.000976364,5.41E-06,0.102597835,0.204124145,0.30672198,0.020942695,1,2.180851064,29.30434783
967,0,0,0.004085169,0.010955863,0,0.000385438,0.000126279,0.087370406,0.182574186,0.269944592,0.015951581,0,1.930769231,9.206896552
968,0.129796615,0.001328021,0.002627477,0.012208636,1.54E-05,3.91E-05,4.43E-05,0.046574643,0.1,0.146574643,0.004657464,1,2.836956522,20.27272727
969,0.073830359,0.004587156,0.002922599,0.001379288,8.71E-05,5.66E-05,1.15E-05,0.090535746,0.106600358,0.197136104,0.009651143,1,4.710743802,7.32183908
970,0,0,0.015201694,0.000245032,0,0.015201694,3.53E-07,0.038836782,0.707106781,0.745943563,0.027461752,0,0.247734139,187
971,0,0,3.32E-06,0.000201647,0,1.66E-06,1.40E-06,0.099503719,0.577350269,0.676853988,0.057448499,0,0.03,1.5
972,0.865240026,0.01510574,0.005672057,0.004959142,0.000181851,7.81E-05,4.42E-05,0.073323558,0.085749293,0.15907285,0.006287443,5,3.437837838,4.666666667
973,2.576747919,0.051428571,0.035183161,0.053190669,0.001955034,0.001895008,0.000268672,0.059234888,0.188982237,0.248217124,0.011194342,18,6.957746479,86.66666667
974,20.63244132,0.190201729,0.10475754,0.066570521,0.000821059,0.000957107,0.000416452,0.064415663,0.045548752,0.109964415,0.002934053,132,86.58333333,53.96465696
975,24.70665772,0.170258621,0.090156176,0.053831465,0.000579502,0.000476045,0.000266747,0.088388348,0.047298377,0.135686725,0.004180625,158,97.5984252,51.4955157
976,0,0,0,0,0,0,0,0.377964473,0.577350269,0.955314742,0.21821789,0,0,0
977,0.827450591,0.000867386,0.072014806,0.097199679,7.89E-05,0.007990631,1.23E-05,0.009823296,0.288675135,0.298498431,0.002835741,9,4.835456476,4562.090909
978,0.356924976,0.015748031,0.022113797,0.050887409,0.000518941,0.000574592,0.000973593,0.10976426,0.144337567,0.254101827,0.015843106,2,9.280487805,16.19148936
979,0.195823779,0.000285878,0.006885732,0.010943967,7.15E-05,0.002485061,2.48E-06,0.011972829,0.447213595,0.459186424,0.005354412,2,0.187240143,328.25
980,1.380636921,0.002836305,0.087165356,0.045056904,0.0001577,0.010280199,1.22E-05,0.014295929,0.229415734,0.243711663,0.003279711,14,5.475674571,1505.944444
981,0.131641437,0.001540832,0.007815639,0.002879556,2.08E-05,4.90E-05,4.58E-05,0.114707867,0.042874646,0.157582513,0.004918059,1,17.18666667,2.570902394
982,0,0,0.000505678,0.000343071,0,4.07E-05,3.85E-06,0.087370406,0.21821789,0.305588296,0.019065786,0,0.215384615,1.4
983,0.728333622,0.003451251,0.023316982,0.007012647,5.29E-05,0.000829071,4.44E-06,0.029894064,0.121267813,0.151161876,0.003625188,8,6.801431127,281.6268657
984,7.866503942,0.055226824,0.047243959,0.029639173,0.000300479,0.000216662,0.000244613,0.071611487,0.036369648,0.107981136,0.002604485,56,89.85051546,25.32582781
985,0.162139818,0.004854369,0.026226631,0.005367657,0.000714286,0.000441073,0.000903095,0.377964473,0.079305159,0.457269632,0.029974532,1,17.33333333,1.025316456
986,0,0,0.000388423,0.000372051,0,5.11E-06,1.94E-06,0.066372331,0.036084392,0.102456723,0.002395005,0,11.6460177,2.065189048
987,0,0,0.002191178,0.000197435,0,0.000342679,4.34E-06,0.145864991,0.333333333,0.479198325,0.048621664,0,0.260869565,1.5
988,6.952751276,0.047891351,0.092504872,0.022160528,0.000135507,0.000707229,3.42E-05,0.032651157,0.043560684,0.076211842,0.001422307,67,90.113127,161.5551331
989,0,0,0.001660762,0.002853651,0,0.000599299,1.22E-05,0.055814557,0.5,0.555814557,0.027907279,0,0.134375,18.33333333
990,0.073830359,0.00330033,0.015401578,0.004986657,4.56E-05,0.00040366,5.89E-05,0.09166985,0.073127242,0.164797092,0.006703563,1,8.355932203,5.301075269
991,0.092995293,5.47E-05,0.000390893,0.010672839,5.47E-05,0.000390893,8.04E-07,0.007406392,0.707106781,0.714513173,0.00523711,1,0.037248341,687
992,0,0,0.008996796,7.27E-05,0,0.005426912,2.73E-07,0.061084722,0.577350269,0.638434991,0.035267281,0,0.310861423,41.5
993,0.370306178,0.001006036,0.015751199,0.009035597,4.22E-05,5.62E-05,0.000449861,0.204124145,0.046676003,0.250800148,0.009527699,3,74.56521739,3.42139738
994,0.073830359,0.035714286,0.005105047,6.81E-05,0.005050505,0.002543309,6.21E-06,0.288675135,0.229415734,0.518090868,0.066226618,1,1.545454545,0.944444444
995,0.077968063,0.003378378,0.009953082,0.000434248,7.41E-05,0.000514834,1.92E-06,0.064820372,0.132453236,0.197273608,0.008585668,1,2.599156118,12.26785714
996,0,0,0,0,0,0,0,0.447213595,0.707106781,1.154320377,0.316227766,0,0,0
997,0.229315238,0.002935421,0.008540167,0.007635991,0.00019802,0.001129296,1.24E-05,0.032091527,0.25,0.282091527,0.008022882,3,1.089690722,74.26666667
998,0,0,0.000722009,0.000196307,0,0.000378221,8.48E-07,0.075809804,0.577350269,0.653160074,0.043768811,0,0.086705202,20
999,0.333050336,0.005628518,0.008076574,0.004699203,4.69E-05,0.00016124,4.07E-05,0.080321933,0.053916387,0.134238319,0.004330668,3,10.19480519,5.976676385
1000,0,0,0.001360464,0.00120554,0,3.80E-05,7.58E-06,0.110431526,0.141421356,0.251852882,0.015617376,0,0.901234568,2.326530612
1001,0.077968063,0.001367989,0.01149098,0.002758915,3.89E-05,0.000601975,5.30E-06,0.039073233,0.162221421,0.201294654,0.006338515,1,2.51529052,49.51351351
1002,0.802811893,0.012072435,0.009391008,0.013246961,9.65E-05,0.000164386,7.95E-05,0.061084722,0.077615053,0.138699775,0.004741094,6,12.39700375,20.39393939
1003,4.468310376,0.153333333,0.079005142,0.159361652,0.004978355,0.003410216,0.001959329,0.094491118,0.171498585,0.265989703,0.016205093,23,11.7027027,48.03030303
1004,0,0,3.60E-05,2.43E-05,0,3.60E-05,6.74E-07,0.288675135,0.707106781,0.995781916,0.204124145,0,0.181818182,10
1005,1.788472305,0.020519836,0.02833377,0.018909364,0.000110776,0.000348569,6.76E-05,0.048507125,0.056523342,0.105030467,0.002741785,15,31.67924528,44.94551282
1006,4.52235634,0.071566731,0.057518839,0.035218445,0.001078937,0.001686341,0.000102313,0.048280455,0.11785113,0.166131585,0.005689906,37,16.40186916,112.1126761
1007,0,0,0.000378185,0.000590272,0,3.30E-05,4.68E-06,0.085749293,0.25819889,0.343948182,0.022140372,0,0.185185185,2.428571429
1008,0,0,0,0,0,0,0,0.447213595,0.707106781,1.154320377,0.316227766,0,0,0
1009,1.327901646,0.00887574,0.035610432,0.029775458,0.000216123,0.001733926,3.52E-05,0.027618409,0.15249857,0.180116979,0.004211768,12,6.712977099,214.3571429
1010,0.073830359,0.00952381,0.005454687,0.021516937,0.000956938,0.000751499,0.000346232,0.102062073,0.288675135,0.390737207,0.029462783,1,1.705263158,14.72727273
1011,1.101827028,0.001345378,0.004402003,0.01240076,6.74E-05,0.000475184,1.80E-05,0.013929252,0.21821789,0.232147142,0.003039612,7,0.398990879,105.25
1012,0.189513267,0.004123711,0.016912655,0.004161052,0.000250313,0.001457424,1.16E-05,0.046880723,0.23570226,0.282582983,0.011049892,2,2.200440529,64.11764706
1013,0,0,0.000676921,0.005142416,0,4.99E-05,6.40E-06,0.025278007,0.242535625,0.267813632,0.006130817,0,0.28516624,28.5625
1014,2.230632422,0.043731778,0.025753527,0.036938763,0.000549853,0.00075772,0.000284853,0.064684623,0.0949158,0.159600422,0.006139593,15,16.71428571,37.83636364
1015,0,0,0.000692158,0.000510899,0,0.000369093,1.78E-06,0.055300126,0.577350269,0.632650396,0.031927543,0,0.055214724,11.5
1016,0,0,0.001133707,0.000110548,0,3.31E-05,1.05E-06,0.107211253,0.160128154,0.267339407,0.01716754,0,1.779069767,5.789473684
1017,0,0,0.007592999,0.000831432,0,0.000291706,4.86E-06,0.080845208,0.171498585,0.252343793,0.013864839,0,2.914473684,14.90909091
1018,0.213158356,0.041666667,0.023329041,0.009272588,0.007352941,0.01125778,0.000606983,0.267261242,0.333333333,0.600594575,0.089087081,1,0.615384615,1.625
1019,1.320989819,0.00210463,0.042020369,0.050240319,8.78E-05,0.002358056,9.74E-06,0.012272017,0.2,0.212272017,0.002454403,14,7.067781292,1955.791667
1020,0.568444465,0.013661202,0.024035857,0.002567504,0.00014962,0.000575114,1.37E-05,0.069171446,0.080321933,0.149493379,0.005555984,5,8.658653846,12.75974026
1021,20.92707671,0.242524917,0.031265714,0.047545058,0.002154664,0.001339744,0.000366535,0.090535746,0.23570226,0.326238006,0.02133948,73,14.99173554,31.47058824
1022,0,0,0.004675631,0.000477596,0,0.000256886,1.20E-06,0.052851642,0.136082763,0.188934406,0.007192198,0,1.06442577,19.69811321
1023,4.159141581,0.107954545,0.027612023,0.026197867,0.002248521,0.000893038,0.000749666,0.158113883,0.094491118,0.252605001,0.014940358,19,22.97435897,11.81981982
1024,0.073830359,0.00308642,0.002781231,0.001714588,7.04E-05,0.000205862,9.27E-06,0.068041382,0.137360564,0.205401946,0.009346203,1,1.223255814,8.480769231
1025,1.722374573,0.042553191,0.026624904,0.011094496,0.000824499,0.001566015,5.11E-05,0.065795169,0.12803688,0.193832049,0.008424208,14,6.691304348,37.98333333
1026,6.069670183,0.022649279,0.017544006,0.010976552,0.000139282,0.000150899,0.000120151,0.077615053,0.029591498,0.10720655,0.002296746,33,37.63636364,6.824715162
1027,6.744296987,0.031426776,0.02044505,0.029850663,0.000187396,0.000500297,4.68E-05,0.032721,0.073720978,0.106441978,0.002412224,50,10.41264737,142.1693989
1028,0,0,0.004173321,0.013597208,0,0.000614738,0.000161666,0.088388348,0.316227766,0.404616114,0.02795085,0,0.551181102,8.888888889
1029,0,0,0.019558229,0.001461968,0,0.001112881,3.80E-06,0.046077568,0.162221421,0.208298989,0.007474769,0,3.219148936,41.48648649
1030,0.265696593,0.001264755,0.011307397,0.016586077,0.000105798,0.001293054,1.87E-05,0.026198126,0.277350098,0.303548224,0.007266053,3,1.641483516,397.3333333
1031,0,0,0.003521288,0.002732673,0,0.000280035,2.87E-05,0.086066297,0.185695338,0.271761635,0.01598211,0,0.5,2.392857143
1032,0.179834068,0.000969932,0.000109857,0.017307423,0.000323939,3.73E-05,6.73E-05,0.03126527,0.5,0.53126527,0.015632635,1,0.070450098,24
1033,0,0,0.008152243,0.000101943,0,0.003989292,4.70E-07,0.067884423,0.5,0.567884423,0.033942212,0,0.282407407,21.33333333
1034,0.176708848,0.011560694,0.005142785,0.000338571,0.000265816,0.000169827,3.47E-06,0.104257207,0.113960576,0.218217783,0.011881211,2,6.384615385,9
1035,2.4619264,0.048022599,0.024060194,0.033721033,0.000502097,0.00025779,0.000323827,0.083333333,0.099503719,0.182837052,0.008291977,17,17.87412587,25.34
1036,0,0,0.003299981,0.000430975,0,0.000205623,5.69E-06,0.104257207,0.125,0.229257207,0.013032151,0,0.626373626,1.26984127
1037,0.214870761,0.00729927,0.025314304,0.040071041,0.002469136,0.012538751,0.000587726,0.092450033,0.5,0.592450033,0.046225016,1,0.50862069,26.33333333
1038,0,0,0.005211947,8.09E-05,0,0.000191408,2.62E-06,0.176776695,0.171498585,0.34827528,0.030316953,0,2.258064516,2.121212121
1039,0.603031696,0.007220217,0.006583404,0.013308944,5.39E-05,7.95E-05,8.19E-05,0.059868434,0.080845208,0.140713642,0.004840076,4,7.633093525,16.28947368
1040,0,0,0.003154315,0.000281691,0,0.001168394,1.10E-06,0.062257281,0.5,0.562257281,0.03112864,0,0.147859922,13
1041,8.522683095,0.002444636,0.100665996,0.086391754,2.04E-05,0.002167419,6.71E-06,0.005365808,0.090909091,0.096274899,0.000487801,85,21.80562034,6312.525
1042,0.244017385,0.015625,0.001976909,0.001294666,0.000991408,0.000315424,1.23E-05,0.084215192,0.23570226,0.319917453,0.019849711,3,1.192857143,13.88235294
1043,9.376960485,0.065408805,0.016189123,0.019848681,0.000311945,0.000333738,9.90E-05,0.059339083,0.104257207,0.16359629,0.006186527,52,21.01766784,36.50549451
1044,0,0,0.00270855,0.000184659,0,0.000130187,1.66E-06,0.097590007,0.142857143,0.24044715,0.01394143,0,4.076923077,9.8125
1045,0,0,0.011671931,0.000293186,0,0.001106243,4.65E-06,0.122169444,0.229415734,0.351585178,0.028027593,0,1.090909091,4.722222222
1046,0.870486319,0.000171267,0.002031552,0.007348395,1.01E-06,4.17E-06,6.46E-05,0.080064077,0.029285371,0.109349448,0.002344706,6,162.1612903,8.656652361
1047,0,0,8.36E-06,0.001286668,0,4.18E-06,2.97E-06,0.050702013,0.577350269,0.628052282,0.029272821,0,0.030927835,6
1048,0,0,0,0,0,0,0,0.138675049,0.707106781,0.84578183,0.098058068,0,0,0
1049,1.151343965,0.013937282,0.054094552,0.093304283,0.00108152,0.005968377,0.000248438,0.045360921,0.267261242,0.312622163,0.012123216,8,3.082474227,134.2307692
1050,0,0,0.099501334,0.007942857,0,0.033569862,0.000192042,0.5,0.5,1,0.25,0,2,8
1051,2.288956583,0.050595238,0.017409806,0.029226096,0.000567385,0.000922686,0.000247932,0.070888121,0.121267813,0.192155933,0.008596447,17,14.97979798,31.31343284
1052,0,0,0.014681983,0.002250579,0,0.001158572,4.46E-06,0.036249972,0.23570226,0.271952232,0.0085442,0,2.084210526,97.52941176
1053,0,0,0.006714892,0.000771743,0,0.000490131,7.52E-06,0.097590007,0.204124145,0.301714153,0.019920477,0,1.471153846,6.782608696
1054,0,0,0.001151009,4.09E-05,0,3.48E-05,3.46E-06,0.288675135,0.068041382,0.356716516,0.019641855,0,1.454545455,0.181395349
1055,0.258416988,0.005208333,0.014768287,0.002494316,0.000111408,0.000737305,5.28E-06,0.045834925,0.138675049,0.184509974,0.00635616,3,4.593684211,53.05882353
1056,0.073830359,0.001412429,0.010899134,0.004643942,0.00015873,0.002144741,8.05E-06,0.038954469,0.316227766,0.355182235,0.012318485,1,0.776595745,68.22222222
1057,1.769822008,0.018554688,0.037576459,0.00491273,7.00E-05,0.000341398,1.11E-05,0.043560684,0.044632184,0.088192868,0.001944208,19,44.21292776,47.86826347
1058,0,0,0.005246682,3.91E-05,0,0.000230891,8.38E-07,0.147441956,0.05089866,0.198340616,0.007504598,0,2.755555556,0.350649351
1059,0.101171538,0.00148368,0.001075863,0.005215724,0.000742942,0.000549274,8.87E-06,0.051708769,0.577350269,0.629059038,0.029854072,1,0.286863271,96.5
1060,0.626646439,0.031055901,0.036436142,0.005881811,0.000945358,0.002138021,5.74E-05,0.090166963,0.150755672,0.240922636,0.013593181,5,5.090163934,14.93023256
1061,5.874905894,0.013812813,0.062683796,0.019632301,3.74E-05,0.000719991,8.33E-06,0.016108094,0.049813548,0.065921642,0.000802401,58,41.48274072,398.4029851
1062,0,0,0,0,0,0,0,0.080582296,0.707106781,0.787689078,0.056980288,0,0,0
1063,0.215762346,0.000737463,0.001659207,0.039914469,0.000737463,0.001659207,0.000400951,0.02728739,0.707106781,0.734394171,0.019295098,1,0.041728763,56
1064,10.15799085,0.127615063,0.041354139,0.064358678,0.000865641,0.00093676,0.000398615,0.058025885,0.103695169,0.161721055,0.006017004,61,22.08108108,59.98913043
1065,0,0,0,0,0,0,0,0.122169444,0.707106781,0.829276226,0.086386843,0,0,0
1066,0,0,0.000759548,0.00012279,0,0.000109865,1.08E-06,0.092847669,0.277350098,0.370197767,0.02575131,0,0.156521739,1.583333333
1067,0,0,0.002779463,0.000730131,0,0.001229009,1.97E-06,0.051571062,0.5,0.551571062,0.025785531,0,0.253333333,32.33333333
1068,0.462563285,0.002004008,0.029970935,0.009408462,0.000134341,0.005238969,8.97E-06,0.022467656,0.25,0.272467656,0.005616914,4,2.095454545,277.6666667
1069,0.5173192,0.00754717,0.022499379,0.004722902,0.000384123,0.001522607,6.33E-06,0.03601412,0.21821789,0.254232011,0.007858925,6,5.142857143,201.85
1070,0.106236569,0.001550388,0.016001083,0.001053942,2.02E-05,0.000419788,2.21E-06,0.043073049,0.105409255,0.148482305,0.004540298,1,4.672862454,30.70786517
1071,0,0,0.000115314,0.00050654,0,3.90E-05,2.51E-06,0.086386843,0.5,0.586386843,0.043193421,0,0.015037594,2.666666667
1072,0.33465226,0.016129032,0.007231913,0.025075943,0.001412429,0.00070401,0.000317486,0.081923192,0.277350098,0.35927329,0.022721405,3,2.337837838,37.91666667
1073,1.245424845,0.010859729,0.010910025,0.013445494,0.000278552,0.000486361,2.03E-05,0.051031036,0.156173762,0.207204798,0.007969709,12,4.725848564,152.375
1074,0,0,0.009901518,0.00103343,0,0.00048217,2.97E-06,0.051987524,0.162221421,0.214208946,0.00843349,0,2.300813008,24.54054054
1075,0,0,0.002042611,0.001675486,0,0.000156516,8.53E-06,0.061662642,0.23570226,0.297364902,0.014534024,0,0.660305344,11.58823529
1076,0.726854547,0.008645533,0.011919552,0.018505238,0.000116618,0.00038477,0.000143118,0.06401844,0.114707867,0.178726307,0.007343419,3,4.934156379,15.26666667
1077,0.30665929,0.012269939,0.013250247,0.000944832,0.000343997,0.00058339,2.04E-05,0.138675049,0.093250481,0.23192553,0.012931515,2,4.37254902,1.956140351
1078,0.087876729,5.02E-05,0.00045721,0.00080542,2.24E-07,2.83E-06,4.67E-06,0.068842839,0.036084392,0.104927231,0.002484152,1,21.21428571,3.109517601
1079,0,0,0.000319181,0.000134394,0,1.10E-05,1.75E-06,0.113227703,0.169030851,0.282258554,0.019138975,0,0.272727273,0.970588235
1080,1.095222983,0.016627078,0.02520806,0.007723492,0.000346603,0.00020858,0.000176576,0.141421356,0.054153036,0.195574392,0.007658396,7,23.65306122,3.817647059
