adar1,jaccard1,jaccard2,jaccard3,cosine1,cosine2,cosine3,knn1,knn2,knn3,knn4,common_neighbors1,common_neighbors2,common_neighbors3
0,0,2.52E-05,0.000516979,0,1.26E-05,1.66E-06,0.055727821,0.577350269,0.63307809,0.032174473,0,0.028037383,6
0,0,2.35E-05,0.000889878,0,2.35E-05,1.22E-06,0.03863337,0.707106781,0.745740152,0.027317918,0,0.020926756,16
0,0,0.000107731,0.000621118,0,0.000107731,2.58E-06,0.062136977,0.707106781,0.769243758,0.043937478,0,0.007751938,2
0,0,0.001524797,0.000203465,0,0.00032054,2.32E-06,0.105409255,0.316227766,0.421637021,0.033333333,0,0.179775281,1.777777778
0,0,0.003254504,0.000179028,0,6.46E-05,5.28E-06,0.188982237,0.104257207,0.293239444,0.01970276,0,2.555555556,1.538461538
0.073830359,0.000928505,0.007583605,0.007018673,7.82E-05,0.001835273,2.25E-05,0.031670318,0.277350098,0.309020416,0.008783766,1,0.439759036,40.41666667
0,0,1.44E-05,0.000343918,0,1.44E-05,2.66E-06,0.102597835,0.707106781,0.809704616,0.072547625,0,0.021276596,3
0,0,0,2.26E-05,0,0,7.53E-06,1,0.124034735,1.124034735,0.124034735,0,0,0.296875
0,0,0.00316127,0.000137632,0,0.000321915,1.83E-06,0.140028008,0.25,0.390028008,0.035007002,0,0.2,3.6
0,0,0.002022118,3.58E-05,0,0.000254645,1.71E-06,0.229415734,0.138675049,0.368090783,0.031814238,0,0.222222222,0.352941176
0.178840419,4.99E-05,0.005834956,0.018900492,8.31E-06,0.001336414,2.35E-06,0.004999,0.377964473,0.382963473,0.001889445,2,0.303911033,2038.5
0,0,0.000805153,1.45E-05,0,0.000204248,6.59E-07,0.377964473,0.447213595,0.825178069,0.169030851,0,0.166666667,0.25
0.151175444,0.00625,0.012770277,9.47E-05,0.00126183,0.00378517,3.00E-07,0.057073015,0.40824829,0.465321305,0.023299961,2,0.464052288,31.6
0,0,0.000546448,3.85E-05,0,4.05E-06,4.29E-06,0.377964473,0.081649658,0.459614131,0.03086067,0,0.833333333,0.362416107
0,0,0.000252051,0.000994783,0,0.000127215,1.08E-05,0.111111111,0.577350269,0.68846138,0.06415003,0,0.1375,9
0,0,0.003308845,0.00326381,0,0.00053839,7.90E-05,0.162221421,0.301511345,0.463732766,0.048911599,0,0.594594595,3.9
0,0,0.006422292,0.003358925,0,0.000269336,3.82E-05,0.101015254,0.113227703,0.214242958,0.011437725,0,3.762886598,5.935064935
0,0,0.000235525,0.008234689,0,0.000235525,3.23E-05,0.063372425,0.707106781,0.770479206,0.044811071,0,0.120967742,32
0,0,2.74E-05,0.00262938,0,1.37E-05,1.30E-05,0.070186241,0.577350269,0.64753651,0.040522045,0,0.024752475,4.5
0,0,1.80E-05,2.92E-05,0,1.21E-06,6.47E-07,0.149071198,0.25,0.399071198,0.0372678,0,0.045454545,0.2
0.172261283,0.004784689,0.002214917,0.00048579,9.19E-05,8.92E-05,5.31E-06,0.093658581,0.103142125,0.196800706,0.009660145,1,0.982300885,1.279569892
3.194848343,0.010071339,0.003726702,0.003317385,2.90E-05,3.38E-05,1.19E-05,0.054232614,0.104828484,0.159061098,0.005685123,24,11.49852507,21.5
0,0,0.005436843,0.000179658,0,0.0002431,7.17E-06,0.204124145,0.1,0.304124145,0.020412415,0,1.869565217,0.505050505
0,0,0.003333333,7.57E-06,0,0.001041667,2.91E-07,0.21821789,0.447213595,0.665431486,0.097590007,0,0.05,0.75
0.086138656,0.001059322,0.007870442,0.001154981,8.57E-06,0.000362916,1.96E-06,0.044280744,0.08247861,0.126759354,0.003652214,1,2.95481336,17.38356164
0,0,0.001494448,5.80E-06,0,0.000303911,2.07E-07,0.185695338,0.377964473,0.563659811,0.070186241,0,0.178571429,0.833333333
0,0,0.001379266,0.003664192,0,0.000495297,2.93E-06,0.026793191,0.5,0.526793191,0.013396596,0,0.189655172,88
0,0,0.007687193,0.000681742,0,0.003058037,2.72E-06,0.058520574,0.5,0.558520574,0.029260287,0,0.364261168,36.66666667
0.227753858,0.007874016,0.013827947,0.002051873,0.000178571,0.000491713,1.13E-05,0.070888121,0.132453236,0.203341356,0.009389361,2,3.777777778,13.48214286
0.71791297,0.006382979,0.002413619,0.00297672,2.72E-05,8.64E-05,1.04E-05,0.051031036,0.090166963,0.141198,0.004601314,6,3.274151436,9.409836066
0,0,0.006151332,0.004139458,0,0.001161004,5.20E-06,0.032241294,0.333333333,0.365574627,0.010747098,0,0.94276795,114.625
0.361479787,0.002918288,0.004393548,0.002240799,2.17E-05,2.75E-05,1.76E-05,0.081378846,0.078326045,0.159704891,0.006374083,3,10.04,6.364197531
0,0,0.000951181,4.39E-05,0,3.21E-05,4.70E-07,0.102597835,0.150755672,0.253353507,0.015467206,0,0.414893617,0.906976744
0,0,0.00327963,0.000976978,0,0.000172784,8.24E-06,0.090909091,0.169030851,0.259939942,0.015366441,0,1.108333333,6.676470588
0,0,0,1.69E-05,0,0,1.14E-06,1,0.075377836,1.075377836,0.075377836,0,0,0.028571429
0,0,0,0,0,0,0,0.158113883,0.707106781,0.865220664,0.111803399,0,0,0
0.073830359,0.00210084,0.006936865,0.001023997,0.000528541,0.002785357,2.18E-06,0.067884423,0.447213595,0.515098019,0.030358837,1,0.518518519,109.5
0,0,0.001117914,0.000172525,0,0.000235191,1.13E-06,0.081923192,0.40824829,0.490171483,0.033445003,0,0.297297297,11.2
0.325783223,0.005347594,0.031597997,0.003421388,4.08E-05,0.000792438,8.17E-06,0.041630545,0.076923077,0.118553622,0.00320235,4,12.1875,43.03571429
0,0,0.000122903,0.00065249,0,6.20E-06,1.50E-05,0.147441956,0.21821789,0.365659846,0.032174473,0,0.422222222,1.3
0,0,0.0125,1.24E-06,0,6.13E-05,1.24E-06,0.707106781,0.041380294,0.748487076,0.029260287,0,11,0.018867925
0,0,0.009894732,0.027555743,0,0.009894732,3.74E-06,0.010697788,0.707106781,0.717804569,0.007564478,0,0.149593682,1310
0,0,0.003895651,0.000206637,0,0.000143268,6.55E-06,0.188982237,0.179605302,0.368587539,0.033942212,0,2,3.466666667
0,0,0.002630625,0.000168025,0,9.94E-05,7.57E-07,0.068358593,0.166666667,0.235025259,0.011393099,0,0.704225352,6.114285714
0,0,0,0,0,0,0,0.102597835,0.707106781,0.809704616,0.072547625,0,0,0
0.073830359,0.004901961,0.040265797,0.000596192,0.00011609,0.001607859,4.38E-06,0.08247861,0.129099445,0.211578055,0.010647943,1,7.02739726,17.38983051
0,0,0.001313531,0.000133372,0,8.51E-05,1.40E-06,0.107211253,0.242535625,0.349746879,0.026002548,0,1.453488372,9.125
0.094345576,0.002985075,0.009618017,0.00121181,0.000174703,0.001134545,4.37E-06,0.056343617,0.229415734,0.285759351,0.012926112,1,1.127388535,19.94444444
0,0,0.002314962,0.000548055,0,9.16E-05,6.47E-06,0.085435766,0.156173762,0.241609528,0.013342825,0,0.941176471,4.75
0.535058973,0.001290323,0.009625284,0.005362261,2.09E-05,3.47E-05,0.000107783,0.15430335,0.043274232,0.197577582,0.006677359,4,48.7804878,4.213883677
0,0,0.002551939,0.000535214,0,0.00016857,4.71E-06,0.102597835,0.21821789,0.320815725,0.022388683,0,1.404255319,9.45
0,0,0.005942556,0.000997523,0,0.000982717,2.28E-06,0.04472136,0.333333333,0.378054693,0.01490712,0,0.877755511,62.125
0.697979075,0.013536379,0.007895906,0.002881037,0.000144692,0.000184848,7.06E-06,0.05,0.093250481,0.143250481,0.004662524,8,8.215538847,37.21052632
0,0,0.000674839,0.000169386,0,0.000348613,1.19E-06,0.083918136,0.577350269,0.661268405,0.048450158,0,0.042553191,3
0,0,4.28E-06,4.49E-05,0,2.14E-06,5.00E-07,0.11785113,0.577350269,0.695201399,0.068041382,0,0.028169014,2.5
0,0,0,2.52E-05,0,0,1.15E-06,0.377964473,0.333333333,0.711297806,0.125988158,0,0,2
0,0,0.011978908,0.000482083,0,0.000791339,1.21E-06,0.049206783,0.142857143,0.192063926,0.00702954,0,2.053398058,17.625
0,0,0,0,0,0,0,0.277350098,0.707106781,0.984456879,0.196116135,0,0,0
0,0,0,0,0,0,0,1,0.25,1.25,0.25,0,0,0
0,0,0.004246134,0.000111982,0,7.62E-05,3.53E-06,0.188982237,0.111803399,0.300785635,0.021128856,0,2.518518519,2.316455696
0,0,7.82E-05,0.001477428,0,7.82E-05,1.47E-06,0.031670318,0.707106781,0.738777099,0.022394296,0,0.026104418,27
0.448776143,0.009174312,0.030123676,0.004428857,0.00013029,0.000664836,1.07E-05,0.046274481,0.10976426,0.156038741,0.005079284,5,14.35407725,81.64634146
0.696502469,0.00286944,0.002416312,0.0008283,3.51E-05,4.36E-05,1.07E-05,0.109108945,0.088045091,0.197154036,0.009606507,6,20.53012048,3.1796875
0,0,0.00069137,0.002842593,0,0.000100109,0.000166442,0.204124145,0.353553391,0.557677536,0.072168784,0,0.434782609,1.428571429
0,0,0.005304038,0.000231452,0,7.59E-05,7.33E-06,0.188982237,0.101015254,0.289997491,0.019090089,0,3.222222222,2.195876289
0.088790532,0.005376344,0.008892681,0.000229894,0.000114469,0.000448267,2.50E-06,0.102597835,0.104257207,0.206855042,0.010696564,1,2.776595745,3.835164835
0,0,0.004459997,0.000232387,0,0.001731425,6.03E-07,0.048911599,0.5,0.548911599,0.024455799,0,0.287769784,45.66666667
0,0,0.000800245,0.001187854,0,0.000800245,3.43E-06,0.053605627,0.707106781,0.760712408,0.037904902,0,0.13832853,48
0.553471151,0.005633803,0.014091246,0.005999799,3.37E-05,0.000338953,2.02E-05,0.047891314,0.061545745,0.10943706,0.002947507,4,8.4,16.35741445
0,0,0.000108295,4.15E-06,0,1.83E-05,1.48E-07,0.188982237,0.377964473,0.56694671,0.071428571,0,0.037037037,0.166666667
1.590914858,0.001164868,0.042774003,0.025225447,1.32E-05,0.001243608,4.60E-06,0.008972309,0.105409255,0.114381565,0.000945764,15,8.345704855,1221.404494
0.161944538,0.01,0.003710226,0.004785223,0.000603865,0.000510795,5.11E-05,0.074743509,0.229415734,0.304159243,0.017147337,2,0.707865169,7.722222222
0,0,0.015617756,5.52E-05,0,0.007050584,1.08E-06,0.158113883,0.377964473,0.536078356,0.05976143,0,0.205128205,4.833333333
0,0,0.002138561,0.005082005,0,0.001101479,1.84E-06,0.018559936,0.577350269,0.595910206,0.010715584,0,0.28015162,416.5
0.451072636,0.000581058,0.004383177,0.007088662,3.88E-05,0.000403546,1.07E-06,0.010785786,0.25,0.260785786,0.002696446,5,0.726119837,416.0666667
0,0,0.008771014,0.000220036,0,0.001039591,1.20E-06,0.071611487,0.125988158,0.197599645,0.009022199,0,1.360824742,4.306451613
3.571848964,0.000896191,0.026985354,0.019912624,9.16E-06,0.001394222,1.85E-06,0.004999,0.100503782,0.105502782,0.000502418,36,4.928976634,2023.295918
0,0,0,1.49E-07,0,0,7.47E-08,0.707106781,0.229415734,0.936522515,0.162221421,0,0,0.055555556
0,0,0.011237894,0.000277369,0,0.003462789,1.90E-06,0.196116135,0.377964473,0.574080608,0.074124932,0,0.28,18
0.260106953,0.004451039,0.026557168,0.003199334,5.52E-05,0.000849198,7.61E-06,0.041630545,0.103142125,0.144772669,0.004293863,3,7.309027778,46.6344086
0,0,0.002065882,0.000272766,0,7.75E-05,1.68E-06,0.081110711,0.140028008,0.221138719,0.011357771,0,0.953642384,3.9
0,0,0,2.21E-05,0,0,7.36E-06,1,0.103695169,1.103695169,0.103695169,0,0,0.684782609
0,0,0.001824188,0.000747992,0,4.70E-05,3.39E-06,0.084818893,0.144337567,0.22915646,0.012242553,0,2.652173913,9.255319149
0,0,6.99E-05,0.003190624,0,3.51E-05,1.81E-05,0.071066905,0.577350269,0.648417175,0.041030497,0,0.106598985,10.5
0,0,0.000308642,0.001410987,0,4.57E-05,1.10E-05,0.090166963,0.353553391,0.443720354,0.031878836,0,0.106557377,3.285714286
0,0,0.002299851,0.002805076,0,0.000275261,1.20E-05,0.057073015,0.277350098,0.334423113,0.015829206,0,0.343137255,9.666666667
0.095674287,0.000392157,0,0.000382384,1.52E-05,0,1.50E-05,0.5,0.09166985,0.59166985,0.045834925,1,0,2.525423729
1.793076587,0.025031289,0.042707498,0.007451745,0.000130168,0.000564029,1.97E-05,0.043810795,0.058520574,0.102331369,0.002563833,20,34.87692308,65.395189
0.189480648,0.001408451,0.002632922,0.002933455,8.37E-05,0.00029627,3.40E-06,0.088388348,0.23570226,0.324090608,0.020833333,2,0.57480315,96.47058824
0,0,0.003103653,0.003050375,0,0.000465491,2.80E-06,0.026509257,0.277350098,0.303859355,0.007352345,0,0.315049226,39.16666667
0,0,0,0,0,0,0,0.277350098,0.707106781,0.984456879,0.196116135,0,0,0
0,0,0.009420755,0.000291668,0,0.000275255,3.47E-06,0.108465229,0.106600358,0.215065587,0.011562432,0,3.880952381,4.505747126
0,0,0.000323999,0.00213508,0,2.50E-05,7.19E-05,0.188982237,0.267261242,0.456243478,0.050507627,0,0.481481481,1.384615385
0,0,0.001225477,2.66E-05,0,0.000230304,2.25E-07,0.129099445,0.377964473,0.507063918,0.048795004,0,0.271186441,4.333333333
0,0,0,0,0,0,0,0.447213595,0.160128154,0.607341749,0.071611487,0,0,0
0,0,0,0,0,0,0,1,0.577350269,1.577350269,0.577350269,0,0,0
0,0,2.75E-06,7.86E-05,0,3.93E-07,1.23E-06,0.150755672,0.353553391,0.504309063,0.053300179,0,0.069767442,1.571428571
0,0,0.000481316,5.60E-05,0,4.95E-05,6.31E-07,0.11785113,0.301511345,0.419362475,0.035533453,0,0.295774648,2.2
0,0,0.007401961,1.67E-05,0,0.001967836,2.12E-07,0.134839972,0.353553391,0.488393363,0.047673129,0,0.203703704,3.571428571
0,0,0,0,0,0,0,0.061199006,0.707106781,0.768305787,0.043274232,0,0,0
0,0,0,0,0,0,0,0.121267813,0.707106781,0.828374594,0.085749293,0,0,0
0,0,0.007901512,0.000449662,0,0.000777125,3.26E-06,0.082199494,0.150755672,0.232955166,0.01239204,0,1.346938776,5.255813953
0,0,4.33E-05,0.00218227,0,7.26E-06,7.26E-05,0.156173762,0.377964473,0.534138235,0.059028134,0,0.075,0.5
0,0,0.000454653,4.19E-05,0,0.000152261,1.31E-06,0.188982237,0.5,0.688982237,0.094491118,0,0.222222222,2.666666667
0.073830359,0.018518519,0.005060554,0.000129085,0.001428571,0.000299302,3.72E-06,0.188982237,0.21821789,0.407200127,0.041239305,1,1.518518519,3.4
0,0,0.00452929,6.84E-05,0,0.000182965,1.53E-06,0.162221421,0.085435766,0.247657187,0.013859511,0,2.918918919,1.279411765
0,0,0,0,0,0,0,1,0.707106781,1.707106781,0.707106781,0,0,0
0.076094478,0.00265252,0.011906766,0.000797059,3.53E-05,0.000272971,8.31E-06,0.101015254,0.060192927,0.161208181,0.006080404,1,10.39175258,4.647272727
0,0,4.65E-05,0.000937569,0,4.65E-05,1.08E-06,0.034060135,0.707106781,0.741166916,0.024084153,0,0.015098722,17
0.482219126,0.009242144,0.008177681,0.003688867,0.000144806,0.000345626,9.00E-06,0.067884423,0.116247639,0.184132062,0.007891404,5,3.430555556,52.63013699
0.227329768,0.003724395,0.006234456,0.000690255,4.95E-05,4.35E-05,8.42E-06,0.11785113,0.047140452,0.164991582,0.005555556,2,11.32394366,2.59688196
0,0,0.000811115,0.000886051,0,0.000423952,2.59E-06,0.053605627,0.577350269,0.630955896,0.030949223,0,0.152737752,26.5
0,0,4.51E-06,0.000893921,0,4.51E-06,5.47E-06,0.077615053,0.707106781,0.784721834,0.05488213,0,0.018181818,3
0.466050665,0.001529052,0.012724185,0.003213937,1.78E-05,0.000617521,1.33E-06,0.017749926,0.105999788,0.123749714,0.001881488,5,2.566025843,93.14772727
0,0,3.15E-05,0.000229713,0,3.15E-05,1.28E-06,0.078811041,0.707106781,0.785917822,0.055727821,0,0.01875,4
0.723168909,0.002014606,0.010887155,0.00741873,2.92E-05,0.000416228,4.13E-06,0.015992326,0.118678166,0.134670491,0.00189794,8,3.543873113,197.9
0.229876837,0.003838772,0.008097013,0.00233325,3.44E-05,7.76E-05,1.63E-05,0.091287093,0.069673301,0.160960394,0.006360273,2,12.06722689,9.673170732
0,0,0.002746882,0.001669322,0,0.002746882,1.19E-05,0.090909091,0.707106781,0.798015872,0.064282435,0,0.108333333,22
0,0,0.000811058,0.00015159,0,2.60E-05,7.61E-07,0.068358593,0.123091491,0.191450084,0.008414361,0,0.328638498,0.707692308
0,0,0.002355644,0.000360008,0,9.98E-05,4.10E-06,0.105409255,0.123091491,0.228500746,0.012974982,0,1.494382022,2.2
0.073830359,0.003484321,0.032004186,0.000689223,4.82E-05,0.000986899,5.19E-06,0.08247861,0.083624201,0.166102811,0.006897208,1,10.28767123,10.57746479
0,0,0,5.31E-05,0,0,3.71E-06,1,0.103142125,1.103142125,0.103142125,0,0,0.032258065
0.823666958,0.009424084,0.030119342,0.004724216,5.76E-05,0.000525606,7.23E-06,0.036490518,0.069504805,0.105995323,0.002536266,9,17.26133333,64.82524272
0,0,0.002545433,9.84E-05,0,0.000132344,2.42E-06,0.160128154,0.076028592,0.236156746,0.012174318,0,1.394736842,0.389534884
1.467253117,0.005422503,0.0041061,0.009199536,2.13E-05,1.60E-05,4.37E-05,0.061313934,0.107832773,0.169146707,0.006611652,12,26.44528302,29.11764706
0,0,6.44E-05,0.005487152,0,6.44E-05,2.91E-06,0.01670849,0.707106781,0.723815271,0.011814687,0,0.011449316,41
0.228204911,0.000382555,0.005980768,0.000735391,5.69E-06,7.29E-05,1.13E-05,0.121267813,0.059234888,0.1805027,0.007183285,1,20.29850746,3.285211268
0,0,0.004065583,0.000428572,0,2.71E-05,5.68E-06,0.102597835,0.052342392,0.154940227,0.005370216,0,6.968085106,1.804945055
0,0,9.20E-08,0.000461467,0,9.20E-08,1.20E-06,0.049690399,0.707106781,0.756797181,0.035136418,0,0.004950495,2
0,0,0.014770435,0.000258498,0,0.004806595,1.75E-06,0.080845208,0.40824829,0.489093499,0.033004918,0,0.559210526,17.6
0,0,0.000997027,7.42E-05,0,5.30E-05,7.79E-07,0.102597835,0.169030851,0.271628686,0.017342199,0,0.776595745,2.764705882
0.132273724,0.002463054,0.005404345,0.002779636,3.82E-05,0.000274001,1.01E-05,0.0949158,0.111111111,0.206026911,0.0105462,1,2.236363636,21.2375
0,0,0.00162795,0.000131134,0,1.69E-05,1.14E-06,0.129099445,0.074535599,0.203635044,0.009622504,0,2.033898305,1.312849162
0,0,0,0,0,0,0,0.085435766,0.707106781,0.792542547,0.060412209,0,0,0
0,0,6.82E-06,0.000229625,0,3.41E-06,2.83E-06,0.119522861,0.577350269,0.69687313,0.069006556,0,0.043478261,2
0,0,0,0,0,0,0,0.166666667,0.707106781,0.873773448,0.11785113,0,0,0
0,0,4.66E-05,0.000204341,0,1.17E-05,1.83E-06,0.129099445,0.447213595,0.57631304,0.057735027,0,0.050847458,0.75
0,0,0,0,0,0,0,0.707106781,0.5,1.207106781,0.353553391,0,0,0
0,0,0.003200535,0.000216785,0,0.000851993,1.52E-06,0.081110711,0.353553391,0.434664101,0.028676967,0,0.178807947,4.571428571
0,0,0.003665446,1.45E-05,0,0.000275821,5.80E-07,0.196116135,0.23570226,0.431818396,0.046225016,0,0.48,0.705882353
0,0,0.003652327,1.49E-05,0,0.001622577,7.29E-08,0.07124705,0.5,0.57124705,0.035623525,0,0.071428571,4.666666667
0,0,0.000245524,0.006952676,0,4.95E-05,3.92E-05,0.074124932,0.40824829,0.482373222,0.030261377,0,0.314917127,14.2
0,0,0.048683711,0.001144673,0,0.001534473,3.46E-06,0.055215763,0.107832773,0.163048536,0.005954069,0,8.544342508,34.24705882
0,0,0.0024226,0.00010581,0,0.000444901,2.68E-06,0.156173762,0.316227766,0.472401528,0.04938648,0,0.675,3
0,0,6.94E-05,0.000119513,0,3.53E-06,2.67E-06,0.149071198,0.21821789,0.367289089,0.032530002,0,0.136363636,0.3
0,0,0.005041794,0.00116703,0,0.001058872,2.21E-06,0.043895128,0.377964473,0.421859601,0.016590799,0,0.552123552,55.33333333
0,0,0.006418754,0.000153662,0,0.000852353,7.08E-06,0.208514414,0.118678166,0.32719258,0.024746108,0,3.227272727,1.014285714
0.187924114,0.002061856,0.008042935,0.011579821,0.000189197,0.0009834,1.57E-05,0.032915401,0.288675135,0.321590536,0.009501858,2,1.318872017,123.0909091
0,0,0.001885742,1.67E-05,0,8.71E-05,1.86E-06,0.316227766,0.2,0.516227766,0.063245553,0,0.555555556,0.208333333
0.190808003,0.016129032,0.006719145,0.001040402,0.001899335,0.002379794,9.64E-06,0.092450033,0.316227766,0.408677799,0.029235267,2,0.362068966,5
0.077516816,0.004854369,0.00951773,0.00322761,0.000124069,0.000555905,2.54E-05,0.094491118,0.137360564,0.231851682,0.012979353,1,2.936936937,13.92307692
0,0,0,0,0,0,0,0.102597835,0.577350269,0.679948104,0.059234888,0,0,0
0,0,0.012829307,0.003740561,0,0.007761342,2.12E-05,0.0949158,0.577350269,0.672266069,0.054799662,0,0.4,84
0,0,0.004478223,8.18E-05,0,0.00019872,9.13E-06,0.316227766,0.196116135,0.512343901,0.062017367,0,1.222222222,0.44
0,0,0.002132907,0.001084658,0,0.000886411,2.41E-06,0.042601432,0.5,0.542601432,0.021300716,0,0.169090909,42
0.073830359,0.002178649,0.00642064,0.000227998,2.21E-05,0.000234744,8.25E-07,0.057073015,0.083333333,0.140406348,0.004756085,1,2.14379085,5.328671329
0,0,0.004956326,0.000118357,0,0.000390843,9.58E-07,0.123091491,0.208514414,0.331605905,0.02566635,0,0.738461538,5.681818182
0,0,0.002497744,0.000595223,0,0.002497744,2.52E-06,0.073922127,0.707106781,0.781028908,0.052270837,0,0.071428571,24
0.087876729,0.002202643,0.014516434,0.003311547,0.000188111,0.001617044,7.74E-06,0.047511434,0.277350098,0.324861532,0.013177301,1,2.690045249,99.16666667
0,0,1.09E-06,5.84E-06,0,1.82E-07,1.27E-07,0.149071198,0.377964473,0.527035672,0.056343617,0,0.022727273,0.166666667
0,0,0.001068203,0.005288306,0,0.000286373,3.24E-06,0.021363815,0.447213595,0.468577411,0.009554189,0,0.093607306,52.5
0,0,0.000109902,2.49E-05,0,0.000109902,8.90E-07,0.188982237,0.707106781,0.896089018,0.133630621,0,0.037037037,1
0.073830359,0.005747126,0.001128017,0.000215147,0.000188537,1.29E-05,5.72E-06,0.158113883,0.085435766,0.243549649,0.013508581,1,3.435897436,0.985294118
0,0,5.01E-05,0.000563613,0,2.51E-05,2.16E-06,0.060412209,0.577350269,0.637762479,0.034879005,0,0.029304029,5
0,0,9.47E-05,0.002875412,0,4.80E-05,1.01E-05,0.047245559,0.577350269,0.624595828,0.027277236,0,0.015659955,4
0,0,0.00076852,0.000973459,0,0.000389414,2.43E-06,0.049446818,0.577350269,0.626797087,0.028548133,0,0.227941176,47
0,0,0.01014634,0.000713484,0,0.000279126,5.43E-06,0.090909091,0.068518871,0.159427962,0.006228988,0,7.883333333,7.316037736
0,0,0.001724559,0.010402288,0,9.39E-05,9.05E-05,0.074329415,0.208514414,0.282843829,0.015498754,0,1.033333333,8.454545455
0.123062886,0.001119821,0.00466915,0.009661989,6.02E-05,0.000390582,1.69E-05,0.034020691,0.223606798,0.257627489,0.007607258,1,1.827346466,84.78947368
0.617844781,0.010752688,0.005214803,0.004114898,0.000106927,0.000121649,1.63E-05,0.0949158,0.083333333,0.178249133,0.00790965,5,3.145454545,19.77622378
0,0,0.001332878,9.96E-05,0,0.000119759,5.14E-07,0.083918136,0.129099445,0.213017581,0.010833785,0,0.574468085,2.881355932
0,0,0.006650617,0.00025265,0,0.001314864,2.25E-06,0.093250481,0.277350098,0.370600579,0.02586303,0,0.543859649,5.416666667
0,0,0.000363636,3.28E-07,0,9.31E-05,1.43E-08,0.208514414,0.447213595,0.65572801,0.093250481,0,0.045454545,0.25
0,0,0.004982835,1.13E-05,0,0.00049246,4.03E-07,0.188982237,0.179605302,0.368587539,0.033942212,0,0.592592593,0.6
0,0,0.007501844,0.004929432,0,0.000165009,6.22E-05,0.101015254,0.090166963,0.191182218,0.009108239,0,6.773195876,5.836065574
0,0,0.020866544,0.000279905,0,0.000944199,1.60E-06,0.075377836,0.142857143,0.218234979,0.010768262,0,3.754285714,13.83333333
0,0,1.10E-05,7.55E-05,0,1.84E-06,1.16E-06,0.150755672,0.377964473,0.528720145,0.056980288,0,0.302325581,2.666666667
0,0,0.003574828,0.002115885,0,0.000615484,4.11E-06,0.034259435,0.316227766,0.350487202,0.010833785,0,0.520564042,49.88888889
0,0,2.75E-05,0.00022497,0,9.24E-06,6.54E-07,0.065372045,0.5,0.565372045,0.032686023,0,0.008583691,2.666666667
0.104288589,0.00591716,0.005941123,0.000481023,0.000183117,0.000286283,3.81E-06,0.088735651,0.150755672,0.239491323,0.013377403,1,3.888888889,11.88372093
0,0,0.00355315,0.000946617,0,0.000300109,3.59E-06,0.063372425,0.21821789,0.281590315,0.013828997,0,1.141129032,18.1
0,0,0.002370011,0.000932489,0,0.000130361,5.48E-06,0.078811041,0.162221421,0.241032462,0.012784839,0,1.7,9.081081081
0.38280424,0.009569378,0.007111668,0.007626047,0.000256066,0.000230158,2.92E-05,0.117041147,0.15430335,0.271344497,0.018059841,4,3.944444444,59.17073171
0.191348327,0.003058104,0.003791732,0.002710412,0.000512821,0.000811328,6.04E-06,0.039223227,0.377964473,0.4171877,0.014824986,2,0.30816641,33.33333333
0,0,0,0,0,0,0,0.166666667,0.5,0.666666667,0.083333333,0,0,0
0,0,0.00237689,0.000150654,0,0.001073342,2.17E-06,0.120385853,0.5,0.620385853,0.060192927,0,0.102941176,2.333333333
0,0,1.98E-05,7.84E-06,0,9.89E-06,8.73E-08,0.11785113,0.577350269,0.695201399,0.068041382,0,0.014084507,0.5
0,0,0.000893341,0.000908514,0,0.000153071,8.04E-06,0.196116135,0.377964473,0.574080608,0.074124932,0,0.2,5
0,0,0,0,0,0,0,0.707106781,0.223606798,0.930713579,0.158113883,0,0,0
0,0,0.000100911,0.004812951,0,0.000100911,8.66E-06,0.041309619,0.707106781,0.7484164,0.029210312,0,0.071794872,44
0.090491229,0.008,0.020158098,0.002279089,0.000255102,0.000500857,3.41E-05,0.144337567,0.132453236,0.276790803,0.019117978,1,15.89361702,18.10714286
0,0,0,0.00015287,0,0,5.89E-06,0.5,0.707106781,1.207106781,0.353553391,0,0,2
0,0,0.000985318,0.000121373,0,8.73E-05,1.42E-06,0.108465229,0.277350098,0.385815327,0.030082842,0,0.44047619,3.916666667
0,0,0,0,0,0,0,0.149071198,0.577350269,0.726421468,0.086066297,0,0,0
0,0,4.32E-06,0.000719702,0,6.20E-07,7.39E-06,0.081110711,0.353553391,0.434664101,0.028676967,0,0.013245033,0.285714286
0.073830359,0.007352941,0.005096591,0.001457022,0.000490196,0.001331076,1.48E-05,0.1,0.23570226,0.33570226,0.023570226,1,0.545454545,4.294117647
0,0,0,2.51E-05,0,0,9.94E-07,0.21821789,0.142857143,0.361075033,0.031173984,0,0,0.020833333
0,0,8.64E-05,0.000112648,0,2.90E-05,1.51E-06,0.120385853,0.5,0.620385853,0.060192927,0,0.044117647,1
0.20456752,0.006430868,0.007680551,0.001434433,0.00055371,0.000930217,4.82E-06,0.057831493,0.277350098,0.335181591,0.01603957,2,1.338926174,34.16666667
0,0,4.03E-05,0.00066961,0,2.36E-06,4.72E-06,0.063500064,0.229415734,0.292915797,0.014567914,0,0.072874494,1.055555556
0,0,0.014069025,9.53E-05,0,0.001207935,1.55E-06,0.125988158,0.141421356,0.267409514,0.017817416,0,2.35483871,2.979591837
0,0,4.59E-06,0.001025243,0,9.21E-07,1.11E-05,0.074124932,0.40824829,0.482373222,0.030261377,0,0.011049724,0.4
